140	3	0	4	32	127.293	0	-1	-0.187	0	0.365
141	47	1	28	81	624.847	5	0.121	0.476	2	0.008
142	1	5	5	18	616.323	0	-1	-0.302	1.6	1
143	4	6	18	77	622.244	1	1.162	1.015	7.5	-0.171
144	0	0	0	0	9.326	0	0	0	0	0
145	1	0	0	19	168.298	1	5.998	2.315	0	0
146	21	3	17	91	622.658	0	-1	0.191	1.333	0.364
147	0	3	3	4	547.299	0	0	0	1.333	0
148	0	0	0	33	539.297	0	0	0	0	0
149	3	1	1	47	624.703	1	3	1.671	2	0
151	5	1	4	10	616.056	0	-1	0.777	0	0
152	25	19	38	45	622.645	3	-0.205	0.04	2.316	0.011
153	1	1	1	0	364.999	0	0	4.377	2	0
154	1	3	2	3	591.593	0	-1	-0.577	1.667	0
155	0	1	0	1	177.166	0	0	0	1	0
156	0	3	8	12	588.716	0	0	0	1.667	0
157	0	0	0	0	33.127	0	0	0	0	0
158	0	0	0	1	556.053	0	0	0	0	0
160	3	0	5	6	401.309	1	2.158	-0.005	0	-0.261
161	10	3	8	31	622.899	3	1.195	1.252	4.667	0.589
162	13	13	25	26	600.6	2	-0.025	-0.346	1.154	0.146
163	0	0	0	5	454.961	0	0	0	0	0
164	3	1	4	2	594.471	0	-1	0.056	11	0
165	0	0	0	2	547.253	0	0	0	0	0
166	14	0	11	84	574.235	1	-0.635	0.226	0	-0.015
167	6	0	10	15	503.114	1	-0.143	0.049	0	0.241
168	5	0	4	23	598.95	2	1.89	0.709	0	-0.556
169	49	10	39	89	609.639	8	-0.076	-0.007	13.7	0.263
170	0	1	4	4	559.005	0	0	0	16	0
172	3	8	23	28	615.994	0	-1	-0.051	3.875	0
174	10	1	2	3	12.819	0	-1	-0.397	2	1
175	3	1	2	15	624.71	1	2.272	-0.44	0	-0.5
176	18	5	32	46	622.053	4	1.071	0.952	23.6	0.643
177	2	4	9	28	610.15	0	-1	-0.63	2.75	0
178	3	0	1	3	615.002	1	2.75	1.313	0	0
180	21	8	25	66	603.204	2	0.059	0.323	3.875	0.002
181	2	3	4	11	608.334	0	-1	-0.621	5.667	0.671
182	16	14	67	222	624.633	1	-0.649	-0.513	1.429	-0.025
183	0	0	0	8	609.829	0	0	0	0	0
184	25	8	74	138	624.058	7	0.879	0.073	1.75	-0.081
185	0	0	0	2	622.556	0	0	0	0	0
186	11	0	3	70	620.685	4	0.446	0.477	0	0.534
187	103	12	81	373	624.317	26	0.519	0.729	8.167	0.075
188	4	10	24	8	264.546	2	0.846	-0.997	2.9	0
189	2	0	3	16	475.179	0	0	-0.098	0	0.333
191	0	1	0	2	621.503	0	0	0	7	0
192	1	2	5	30	615.733	1	4	1.48	4.5	-0.465
193	1	2	1	13	611.451	0	0	-0.439	0.5	0
194	6	2	4	9	407.154	0	-1	-0.697	1	0
195	0	0	0	0	585.985	0	0	0	0	0
196	1	1	0	2	572.152	0	-1	1.443	0	0
197	1	0	0	6	624.365	0	0	-0.759	0	0
198	1	0	1	10	609.601	0	-1	-0.577	0	0
199	5	1	13	11	615.838	0	-1	-0.319	3	0
201	0	0	0	2	444.689	0	0	0	0	0
202	1	0	0	0	618.02	0	-1	0.069	0	0
203	1	0	0	1	580.361	0	-1	-0.379	0	0
204	2	10	20	40	616.833	0	-1	-1.292	2.9	0.237
205	7	1	4	31	616.022	1	0.322	0.124	9	1.211
207	4	2	2	7	620.958	1	-0.143	-0.229	1	-0.577
208	6	0	6	43	608.415	1	0.555	0.215	0	0.771
209	2	3	2	5	621.084	1	2.428	1.203	2.667	0
211	4	3	5	19	258.089	0	-1	-0.423	2.667	0
212	4	0	0	1	622.195	0	-1	-0.758	0	0
213	12	1	46	13	615.64	0	-1	-0.434	5	0.069
214	3	0	3	17	569.198	0	-1	-0.499	0	1.832
216	2	1	0	2	531.843	0	0	-0.03	11	0
218	18	22	56	97	623.964	2	-0.255	-0.633	1.955	-0.321
219	11	1	15	9	618.291	0	-1	0.536	3	0.188
220	0	0	0	4	72.213	0	0	0	0	0
221	0	5	4	9	613.043	0	0	0	2	0
222	8	0	12	47	615.854	1	-0.307	-0.33	0	0.322
224	13	5	12	428	624.345	6	1.109	1.371	2	0.138
225	6	2	11	13	622.192	0	-1	-0.522	0	0
226	0	0	0	3	544.796	0	0	0	0	0
227	3	0	2	4	461.463	0	-1	-0.339	0	-0.354
228	37	14	66	151	621.197	12	0.754	0.498	3.857	0.168
229	7	3	11	61	607.42	1	-0.127	0.444	1.333	0.389
231	7	1	2	4	387.292	0	-1	-0.512	8	0
232	0	0	0	1	549.729	0	0	0	0	0
233	2	16	14	8	595.296	0	0	0.378	1.062	-1.061
234	1	2	3	8	620.675	1	2	0.707	4	0
235	9	0	11	13	518.56	0	-1	0.215	0	0.047
236	1	3	1	9	615.894	0	0	0	3	0
237	0	5	4	11	571.255	0	0	0	4	0
238	14	4	29	59	622.512	0	-1	-0.245	5	0.167
239	1	2	1	12	589.677	0	-1	0.11	2.5	0
240	2	2	0	10	289.274	1	3	0.039	1	0
241	14	75	99	252	624.211	4	1.057	-0.234	2.173	-0.167
242	11	1	4	25	387.164	1	-0.198	0.218	2	0.644
243	0	0	0	1	434.977	0	0	0	0	0
245	4	4	2	62	617.785	0	-1	-0.349	10.75	0
246	0	0	0	1	361.356	0	0	0	0	0
247	23	6	22	35	598.539	4	0.057	0.078	2.333	0.276
248	0	1	0	4	543.708	0	0	0	4	0
250	5	4	12	4	451.957	0	-1	-0.796	1.75	0.114
251	2	0	2	20	552.338	0	-1	0.444	0	-0.707
252	2	0	1	5	493.646	0	-1	-0.318	0	0
253	2	0	1	2	622.257	0	-1	0.816	0	0
254	0	0	0	12	603.642	0	0	0	0	0
257	3	4	3	22	544.09	1	0.2	0	0.75	0
259	0	0	0	0	616.237	0	0	0	0	0
260	0	0	0	4	602.001	0	0	0	0	0
261	1	0	0	8	546.177	0	0	-0.58	0	0
263	1026	7	520	744	623.909	226	0.282	0.296	13.714	0.011
264	1	7	7	9	622.266	1	7	0.308	3.143	0
265	301	8	265	368	624.883	69	0.545	0.641	2.75	0.163
266	9	11	19	90	605.547	1	-0.421	-0.503	3.545	0.064
267	6	0	0	1	223.318	1	-0.105	0.482	0	0
268	0	1	1	1	382.45	0	0	0	6	0
269	0	0	0	0	597.489	0	0	0	0	0
270	78	5	33	107	620.377	16	0.25	0.319	12.4	0.434
271	0	0	0	0	503.172	0	0	0	0	0
273	3	1	10	22	572.899	0	-1	-0.138	0	-0.357
274	0	1	0	4	394.009	0	0	0	7	0
275	2	0	0	12	568.013	0	0	0	0	0
276	3	0	0	11	537.189	1	1.5	0.706	0	0
277	3	7	12	28	622.218	1	0.739	-0.759	2	-0.333
278	1	4	9	4	572.145	0	0	0	4.75	0
280	0	1	1	7	621.218	0	0	0	0	0
281	2	4	8	9	618.175	1	1	1.465	4	1.323
282	3	1	6	7	612.253	0	0	0.416	6	-0.478
283	2	1	0	3	596.391	0	-1	0	0	0
284	1	1	5	36	624.126	0	0	1.414	0	0
285	2	1	0	66	601.143	0	-1	-0.784	1	0
287	2	6	8	7	598.761	1	0.6	-0.117	3.5	0
288	4	6	10	21	363.964	0	-1	-0.319	2.833	-0.183
289	852	15	1279	1220	624.603	156	0.003	0.221	2.6	0.127
290	0	6	10	18	539.81	0	0	0	2.833	0
291	5	9	18	11	489.933	3	1.195	0.884	6.111	0.447
292	7	6	21	31	406.34	1	-0.055	0.673	16.833	0.72
293	18	2	14	15	603.834	3	0.421	0.215	2	0.044
294	18	3	5	25	617.167	6	0.469	0.374	20	0.978
295	1	3	1	0	616.172	1	1	1	0.667	0
296	16	14	29	36	611.248	8	1.245	0.503	17.786	-0.021
298	0	0	0	0	567.376	0	0	0	0	0
299	2	14	11	70	580.492	1	1.25	0.303	11.143	0
300	7	0	0	16	19.585	1	-0.05	0.191	0	0
301	7	0	8	9	45.432	0	-1	1.32	0	0.443
302	40	4	105	150	624.12	7	-0.056	0.169	5.5	-0.05
303	1	2	2	3	219.474	0	0	5.093	0.5	0
304	0	2	6	30	624.225	0	0	0	1.5	0
305	0	0	0	0	0	0	0	0	0	0
307	116	1	788	1426	624.772	30	0.539	0.604	3	0.023
308	14	13	23	274	614.828	2	0.078	0.273	12.154	0.45
309	0	1	0	0	574.718	0	0	0	0	0
310	903	12	1376	1706	624.841	186	0.095	0.21	1.833	0.153
311	37	3	18	159	624.544	7	0.121	0.099	3.333	-0.056
312	15	4	6	38	495.241	3	0.183	0.033	2	0.658
314	26	11	49	78	564.566	6	0.194	-0.007	3.364	0.31
315	0	0	0	7	565.08	0	0	0	0	0
316	11	0	19	24	622.182	3	0.565	1.297	0	0.101
317	4	6	2	11	524.058	0	0	2.964	10.5	0
318	0	2	0	6	49.548	0	0	0	6	0
319	8	3	3	26	592.288	4	2.323	0.717	5	0.469
320	1	0	0	8	421.059	0	-1	-0.668	0	0
321	5	3	49	175	552.91	0	-1	-0.273	7.333	0.382
322	5	0	3	9	615.174	2	0.846	0.589	0	-0.167
323	0	0	0	0	547.22	0	0	0	0	0
324	1	3	3	19	575.929	0	-1	-0.409	2.333	0.216
326	2	2	5	26	603.149	1	3	0.532	0.5	0
327	0	0	0	7	623.536	0	0	0	0	0
328	3	1	1	8	608.857	1	0.908	0.141	2	0
329	20	11	22	222	614.563	2	0.086	0.127	6.182	0.174
330	3	3	2	31	623.448	1	0.2	-0.505	1	-0.302
332	1	3	3	1	586.178	0	0	0	0.667	0
333	3	10	13	42	620.912	0	0	0.703	5.5	0
334	9	1	8	120	601.234	0	-1	0.256	1	0.093
335	0	1	1	1	596.692	0	0	0	1	0
336	0	0	0	1	4.587	0	0	0	0	0
337	3	1	0	0	573.694	0	-1	-0.677	2	0
339	71	46	131	149	624.553	2	-0.731	-0.24	3.717	-0.086
340	10	5	7	30	620.157	1	0.277	-0.391	0.4	0.214
341	8	1	9	119	622.936	2	0.191	0.165	0	0.464
342	0	1	1	4	617.133	0	0	0	5	0
343	26	5	22	180	593.43	6	0.314	0.325	3.6	0.205
344	292	3	391	749	624.408	42	-0.014	0.325	2.333	0.13
346	4	3	12	7	554.531	0	-1	0.403	0.333	0.936
348	0	0	0	0	448.584	0	0	0	0	0
349	2	0	0	1	567.65	0	-1	-0.413	0	0
350	47	22	90	501	622.692	9	0.426	0.067	3.545	0.065
351	3	5	4	2	598.52	1	0.555	0.113	2.6	0
352	78	9	38	241	624.119	20	0.66	0.562	3.333	0.384
353	0	2	0	25	582.879	0	0	0	8.5	0
355	0	1	0	2	569.106	0	0	0	5	0
356	1	0	1	10	622.044	0	0	0	0	0
357	5	1	3	84	553.52	1	16.007	1.648	2	-0.289
358	0	0	0	0	600.75	0	0	0	0	0
359	2	1	0	10	603.185	1	1.527	0.035	0	0
361	1	3	11	10	622.162	0	-1	-0.491	4	-0.127
362	3	7	5	10	539.315	0	0	-0.577	1.286	0
364	1	1	3	4	545.993	1	4	1.225	0	0.354
365	0	0	0	2	482.015	0	0	0	0	0
366	14	2	14	57	622.516	3	1.118	0.841	1	-0.098
368	4	3	9	45	616.517	0	-1	-0.261	10.333	0
369	8	3	8	43	573.692	1	0.053	-0.024	1	0.1
370	0	0	0	0	579.533	0	0	0	0	0
371	4	6	3	19	623.248	1	4.092	0.94	0.5	0
372	141	18	82	46	603.172	20	-0.072	0.007	5.722	0.124
373	8	9	24	96	611.066	1	0.622	0.402	2.667	-0.285
374	1	0	0	11	546.682	0	-1	-0.499	0	0
375	20	4	29	13	617.336	0	-1	0.383	6.5	0.205
376	0	0	0	0	565.649	0	0	0	0	0
377	5	4	12	171	624.194	2	1	1	0	0.12
378	13	8	14	7	566.401	3	0.734	0.59	5.75	-0.287
379	0	0	0	0	108.282	0	0	0	0	0
381	5	5	5	2	608.985	0	-1	-0.446	1	0
382	0	0	0	1	492.469	0	0	0	0	0
384	0	0	0	0	0	0	0	0	0	0
385	6	0	2	13	623.095	0	-1	0.812	0	0
386	5	5	8	25	622.489	1	-0.429	-0.845	1	0
387	2	0	0	1	578.101	0	-1	-0.463	0	0
388	5	1	6	30	614.161	0	-1	0.856	5	0.316
390	2	1	2	1	53.341	0	0	-0.649	2	0
391	5	0	3	13	569.287	0	-1	0.357	0	0.333
392	3	1	0	4	578.745	2	3.444	1.882	1	0
395	38	28	69	124	622.839	7	0.055	0.271	2.071	0.072
396	1	0	0	1	622.178	0	0	0	0	0
397	10	1	9	21	547.669	1	-0.133	0.054	11	-0.593
399	5	1	3	9	576.093	0	-1	-1	3	0.232
401	1	1	0	0	43.816	0	0	-0.782	3	0
404	8	0	0	6	442.339	2	1.216	0.405	0	0
405	0	0	1	1	374.494	0	0	0	0	0
406	1	1	3	6	624.565	0	0	-0.568	1	0
408	38	8	17	60	581.198	2	-0.638	0.119	7.125	0.071
409	2	1	18	2	621.066	0	0	-0.577	0	0.297
410	38	7	69	52	586.624	12	1.008	1.298	9	0.355
411	18	2	39	213	619.248	1	-0.608	0.176	3.5	0.027
412	0	0	0	0	73.482	0	0	0	0	0
413	50	11	110	213	616.139	4	-0.424	0.131	3.636	0.168
415	15	19	61	27	610.118	4	1.158	0.534	2.632	0.26
416	0	2	8	2	64.152	0	0	0	2.5	0
417	0	0	0	4	623.201	0	0	0	0	0
418	1	0	1	8	607.23	1	4.999	0.397	0	-0.577
419	0	0	1	22	624.898	0	0	0	0	0
420	7	4	9	21	610.366	0	-1	0.034	2.75	-0.192
421	7	1	1	11	612.216	0	-1	0.957	94	2.03
422	8	3	6	55	609.049	2	0.911	0.118	3.333	1.154
424	2	1	2	8	622.504	0	-1	0.717	0	0
426	1	1	6	44	617.262	0	0	-0.23	12	-0.5
427	2	5	8	3	563.175	0	0	-0.514	2	0
428	0	1	1	2	547.996	0	0	0	0	0
429	1	17	4	25	624.155	0	0	0	2.588	0
430	34	0	12	371	624.813	14	0.969	0.249	0	0.515
434	24	10	26	127	585.781	7	1.15	0.729	4.7	0.38
435	2	3	5	15	618.394	1	1	-0.747	0.333	0
436	25	5	34	85	565.274	2	-0.154	-0.199	5.6	0.443
437	0	0	1	5	621.961	0	0	0	0	0
438	2	0	1	14	251.197	0	-1	0.525	0	0.186
440	0	0	0	0	540.152	0	0	0	0	0
441	2	1	1	10	579.745	1	2	0.659	0	-0.707
442	22	12	47	51	623.45	3	0.449	0.102	5.583	-0.003
443	2	1	1	1	481.488	0	-1	0.034	15	0
444	9	4	6	104	586.474	5	0.709	0.549	2	0
447	3	2	1	45	400.946	0	-1	-0.384	2.5	0
448	0	0	0	2	604.036	0	0	0	0	0
450	1	0	0	0	578.353	0	0	-0.054	0	0
451	10	17	19	212	622.181	3	0.818	0.635	2.765	0.462
452	5	3	9	28	612.419	2	1.471	0.253	6	0.25
453	0	5	7	18	624.918	0	0	0	5.8	0
454	0	0	0	0	57.12	0	0	0	0	0
455	6	1	1	1	567.546	1	0.448	-0.443	1	0
456	4	2	22	49	618.956	0	-1	-0.118	1.5	0.012
460	4	0	0	17	610.321	0	-1	-0.45	0	0
461	0	0	0	9	552.426	0	0	0	0	0
462	1	1	5	5	609.376	1	1	1	1	0.866
463	0	0	0	2	448.123	0	0	0	0	0
464	12	1	6	4	623.982	4	0.967	0.343	0	-0.125
465	22	0	10	10	552.91	3	-0.019	-0.019	0	0.252
466	8	0	7	1	616.433	0	-1	1.137	0	0.163
467	1	0	0	0	622.921	0	0	-0.82	0	0
468	0	0	1	2	259.121	0	0	0	0	0.156
469	1	1	1	6	461.049	0	-1	-0.583	-1	0
470	6	4	20	17	622.964	0	-1	-0.718	1.75	-0.046
471	0	0	0	2	168.221	0	0	0	0	0
472	12	23	34	217	622.608	2	-0.14	0.83	3.043	0.222
473	5	3	10	12	347.288	0	-1	0.655	2	0.575
474	42	40	101	436	621.952	2	-0.693	-0.311	1.525	0.09
475	13	6	37	148	624.728	4	1.598	0.148	1.333	-0.088
476	80	2	71	69	623.164	22	0.581	0.379	2	0.199
477	5	0	2	7	624.112	0	-1	0.16	0	0.5
478	1	1	2	5	560.315	0	0	0.577	0	0
479	0	3	7	22	546.217	0	0	0	2.333	0
480	0	1	3	1	400.955	0	0	0	5	0
482	491	7	2663	1848	624.214	82	-0.065	0.073	17.429	0.083
483	2	0	3	399	624.595	1	2	0.207	0	-0.5
484	1	0	0	23	624.908	0	0	-0.738	0	0
485	5	0	5	3	614.341	0	-1	-0.168	0	-0.167
486	25	10	26	154	624.423	5	0.413	0.49	3.1	0.387
487	0	0	1	1	37.429	0	0	0	0	1
488	0	1	1	30	540.096	0	0	0	12	0
489	0	3	1	5	555.312	0	0	0	0.667	-1
490	8	6	6	15	579.213	2	-0.124	-0.466	2.167	0
491	1	2	2	9	621.053	0	-1	-0.887	1	0
492	42	23	102	279	623.239	5	0.202	-0.19	2.478	0.199
493	3	5	7	86	588.477	1	0.429	0.561	3.6	0
494	179	5	230	1056	624.674	44	0.401	0.283	6.6	0.112
496	0	0	0	22	603.406	0	0	0	0	0
497	2	16	28	12	581.247	0	-1	-0.707	3.625	1
498	33	2	15	120	615.231	2	-0.63	-0.138	1	0.471
499	1	1	6	20	603.25	0	-1	-0.113	4	0
500	1	2	0	11	621.016	0	0	0.707	3.5	0
502	1	3	6	13	620.516	0	0	0	1	0
503	2	0	1	8	576.406	0	-1	-0.523	0	1.323
504	1	1	0	1	575.586	0	0	0	0	0
505	10	3	11	3	620.216	1	0	0.141	3.333	0.137
506	0	1	0	1	49.144	0	0	0	2	0
507	0	0	0	2	591.474	0	0	0	0	0
509	15	1	18	72	582.223	3	0.151	0.4	2	0.109
510	12	43	63	75	618.189	7	1.478	-0.654	1.744	0.2
512	2	4	4	2	622.122	0	-1	-0.211	4	0
513	8	2	7	12	624.902	2	1.283	0.61	1	0.42
515	2	3	3	22	622.145	0	-1	-0.187	1.333	1.653
516	1	0	1	0	57.111	1	2	1.414	0	0
517	98	48	195	574	624.539	12	-0.145	0.073	3.125	-0.088
518	2	1	6	18	550.962	0	-1	-0.401	0	0
519	102	38	139	203	597.81	16	0.328	0.388	6.105	0.164
520	7	10	5	31	622.636	3	1.832	-0.02	3.3	0
521	0	0	0	5	513.428	0	0	0	0	0
522	20	82	73	356	619.978	3	0.179	-0.015	1.793	-0.099
523	10	6	25	36	614.533	1	0.53	0.351	3.5	0.261
525	1	0	1	0	567.196	0	0	-0.981	0	0
526	1	2	4	1	58.247	1	3	-1	7.5	0
528	2	3	7	2	608.428	1	0.846	-0.407	1.667	0
529	0	1	1	0	173.217	0	0	0	3	0
530	7	7	29	41	606.154	1	-0.045	-0.199	5.143	-0.009
531	4	0	8	21	614.461	1	2.278	1.122	0	0.152
533	1	0	0	2	563.82	0	-1	-0.681	0	0
534	30	4	16	80	624.208	10	0.734	0.813	1.5	0.041
535	9	8	11	35	623.061	1	-0.348	0.166	1.5	0.265
536	1	0	1	1	612.656	0	-1	-0.447	0	1
537	0	1	2	2	622.932	0	0	0	4	0
538	0	2	5	16	603.17	0	0	0	6	-0.199
539	3	0	0	23	552.977	0	-1	0.148	0	0
540	0	0	0	1	603.016	0	0	0	0	0
541	33	9	16	45	617.109	5	0.041	-0.122	3.222	0.045
542	225	8	685	1482	624.637	53	0.433	0.23	7.875	0.12
543	10	1	15	25	609.246	2	0.571	0.578	37	0.215
544	1	0	2	12	593.607	0	-1	-0.493	0	-0.5
545	33	3	15	26	624.075	12	0.9	0.465	1.333	0.314
546	0	0	0	2	622.271	0	0	0	0	0
547	16	2	24	156	605.194	3	0.371	0.327	3.5	0.307
548	29	11	31	76	603.488	1	-0.682	-0.161	2.909	-0.053
549	1	7	2	6	622.339	0	-1	0.143	2	0.302
550	1	0	0	3	609.577	0	-1	0.673	0	0
551	8	1	2	16	620.255	2	0.346	0.299	23	0.707
553	0	0	0	1	207.031	0	0	0	0	0
554	37	33	41	126	575.092	3	-0.319	-0.366	3.061	0.033
555	45	23	72	631	621.468	4	-0.071	0.014	6	-0.013
556	1	0	3	3	378.498	0	-1	-0.454	0	0.333
558	42	38	94	186	621.897	5	-0.192	0.113	5.053	0.168
559	22	0	14	30	413.707	7	0.963	0.461	0	0.161
560	2	4	1	12	624.496	0	-1	-1	2	0
561	16	1	32	34	624.578	2	-0.118	0.568	8	0.381
562	1	3	1	5	623.975	0	-1	-0.933	3.667	-0.577
563	0	0	0	1	502.197	0	0	0	0	0
564	35	4	14	54	622.486	7	0.35	0.26	3	0.276
565	8	0	6	1	608.935	0	-1	0.745	0	0.167
566	4	0	2	4	69.502	0	-1	-0.178	0	0
567	6	0	17	373	624.067	2	0.667	0.007	0	0.118
568	23	10	25	46	621.107	5	0.255	-0.346	4.7	0.126
569	0	0	0	0	622.149	0	0	0	0	0
571	7	0	7	21	544.267	0	-1	-0.081	0	0.013
572	0	1	2	3	619.061	0	0	0	3	0
573	5	2	6	6	571.577	0	-1	-0.702	2	0
574	0	0	0	8	546.117	0	0	0	0	0
575	6	1	1	16	614.943	0	-1	-0.403	0	0
576	2	0	0	0	518.464	0	-1	0.042	0	0
577	4	5	24	119	618.134	0	-1	-0.281	12	0.22
578	3	2	3	18	574.209	0	-1	-0.329	2.5	-1
579	9	0	6	2	624.459	0	-1	0.927	0	0
580	5	2	1	13	38.086	0	-1	-0.374	11	0
581	2	0	5	4	604.031	0	-1	-0.884	0	-0.322
582	1	2	1	6	606.948	0	-1	-0.216	2.5	0
583	0	1	3	2	593.172	0	0	0	1	0
584	0	0	1	2	623.069	0	0	0	0	-1
585	11	14	25	123	624.062	1	-0.472	-0.014	3.571	0.116
